0hr	2hr	4hr	6hr	8hr	10hr	12hr	14hr	16hr	18hr	20hr	22hr	24hr	dummy	DDB	Biological process	Cellular component	Molecular function
-0.8538	-0.6892	-1.3506	-0.9073	1.2519	0.1887	-0.0322	0.5946	0.0071	0.7455	-0.1423	-0.0986	-0.5366	6	DDB0186289	NA	NA	NA
0.7469	1.0608	1.1226	0.4927	0.1439	0.1537	0.0188	-0.5895	-0.4470	-0.6410	-0.1169	0.0866	-0.2476	4	DDB0169148	NA	NA	NA
-0.6133	-0.5408	-1.8412	-0.9815	0.4839	0.3209	0.4750	0.3680	0.4511	0.6664	0.8300	1.2282	0.5387	6	DDB0203687	NA	NA	NA
1.9288	1.2803	1.9278	1.8448	-0.2285	-1.5556	-0.7750	-1.7515	-1.8434	-2.7959	-1.5172	-0.0451	-1.2628	0	DDB0203686	NA	NA	structural constituent of ribosome
-0.5039	-0.0241	-0.0976	0.1261	-0.4601	-0.1481	0.3306	0.2876	0.3156	0.4428	-0.0477	0.0938	0.0931	3	DDB0001029	NA	NA	NA
0.5910	1.3958	0.8198	0.7532	0.0263	0.4689	-0.4430	0.5852	-1.0084	-0.7664	-0.1949	-0.7706	0.5794	0	DDB0001021	NA	NA	NA
0.6030	0.2628	0.0360	-0.0600	0.0115	0.1447	0.2766	0.0669	-0.0508	-0.1638	-0.2382	0.0000	0.0752	1	DDB0189158	electron transport	mitochondrion, electron transfer flavoprotein complex (sensu Eukarya)	electron carrier activity
-0.3127	-0.3552	-0.9229	-0.7495	-0.5382	0.3695	0.2066	0.0726	0.9657	0.9088	0.3187	0.1460	0.1226	3	DDB0189157	NA	NA	NA
0.1241	0.4590	0.0307	0.2550	-0.0749	0.3119	-0.0674	0.2586	0.0019	0.4763	-0.3648	-0.5290	-0.1104	1	DDB0184365	NA	NA	NA
-1.8911	-2.3136	-3.5928	-1.9563	0.9677	1.7510	0.7433	1.0863	0.8461	2.1917	0.2248	0.5536	-0.5828	5	DDB0188667	NA	NA	NA
0.5686	0.2648	0.7007	0.4856	-0.5802	0.1592	-0.1547	-0.2011	-0.1008	-0.1451	-0.1255	-0.3612	0.2504	4	DDB0203245	NA	NA	NA
-1.4482	-0.7691	-0.7878	-0.4085	-0.3533	-0.6183	-0.7447	1.3988	0.0968	-0.4491	-0.0316	0.5717	-0.5066	6	DDB0190981	NA	NA	GTP binding
1.2660	0.8863	0.6403	0.6023	0.3299	0.5302	0.5621	-0.3948	-0.9572	-0.9568	-0.0671	-0.2083	0.2460	4	DDB0204228	NA	NA	monooxygenase activity
-0.4945	-1.0644	0.6329	-0.1617	0.1205	-0.1112	0.2115	0.0518	-0.1262	0.5076	0.3668	0.6126	0.5448	3	DDB0205360	NA	NA	NA
-1.7565	-1.3301	-1.8570	-1.6057	0.3685	0.2384	0.8837	1.1720	0.6497	1.4276	0.4008	0.4714	-0.4976	5	DDB0201846	NA	NA	nucleic acid binding
-1.8549	-1.1365	-1.0540	-1.4354	-1.1127	0.5164	1.3621	2.1797	0.4369	3.8526	0.8300	0.3540	0.3983	5	DDB0215268	NA	NA	NA
0.8277	1.0354	0.6478	1.0483	-0.2117	0.1958	0.0901	-0.7065	0.1501	-1.0309	0.2533	-0.7089	0.3009	4	DDB0186457	NA	NA	NA
0.0755	0.4213	0.6915	-0.0590	-0.2756	0.2785	-0.1438	0.4489	0.4159	0.1158	-0.1692	-0.0707	1.1024	3	DDB0186041	NA	NA	NA
-0.3191	1.4087	-0.0413	-0.4222	0.0442	-0.8168	-0.1400	0.2378	-0.6580	-0.2683	0.6126	0.1716	0.7458	2	DDB0186515	NA	NA	NA
0.5011	0.0202	0.6042	-0.1614	0.5255	-0.0238	0.2524	-0.1411	0.0319	-0.4615	0.8027	0.2526	-0.0397	3	DDB0186513	ribosome-nucleus export	nucleolus	ATP binding, GTPase activity
0.4369	1.0400	0.9688	0.3719	-0.3356	-0.2531	-0.6996	-0.4395	-1.0090	0.0803	-0.6888	0.1289	0.7494	2	DDB0185808	NA	NA	NA
-0.3945	-0.1357	-0.2110	-0.4728	0.1063	0.2638	0.1425	0.1850	0.2495	0.1568	0.3821	0.2253	0.0904	3	DDB0186958	NA	NA	NA
0.0219	-0.1643	0.5279	-0.2468	-0.2016	-0.0389	0.1604	-0.1160	-0.0198	0.3626	0.2723	0.7202	-1.1578	3	DDB0204167	NA	NA	NA
0.6343	0.2269	-0.5152	-0.3225	-0.6939	-1.1282	0.1005	-0.5425	-0.4535	-0.2513	0.1179	0.1877	0.0385	1	DDB0214875	NA	membrane fraction, sodium/potassium-exchanging ATPase complex	sodium/potassium-exchanging ATPase activity
-0.0759	0.6193	0.3364	-0.4560	0.0358	-0.1173	0.3305	0.0517	0.1566	0.2013	0.3269	-0.2758	-0.3620	1	DDB0168637	NA	NA	NA
1.1448	0.6541	1.1448	1.1924	-0.1046	-0.1997	-0.3920	-1.1776	-0.7265	-0.7794	-0.3643	-0.3626	0.2853	0	DDB0186190	NA	NA	NA
-1.6244	-1.0530	-1.0847	-0.9640	-0.6559	-1.2575	0.3733	1.1661	3.2412	2.6178	-0.2596	-0.6822	-0.9021	5	DDB0191129	cell adhesion	extrinsic to plasma membrane, GPI-anchored, membrane	cell adhesion molecule activity
0.3110	-0.1232	-0.9830	-0.5906	-0.2464	-0.1099	-0.1849	0.1544	0.0459	-0.2017	0.1521	0.2886	0.3784	3	DDB0191124	response to pH, ?, response to osmotic stress	contractile vacuole	NA
-0.0126	1.0336	0.7190	0.3504	0.3201	-0.7328	-0.2923	-0.0435	-0.4661	-0.3607	-0.0378	-0.2075	-0.0306	2	DDB0205629	NA	NA	NA
-0.1903	-0.2988	0.1064	-0.0384	-0.0674	-0.3696	-0.0153	0.1100	0.4011	0.1491	-0.2649	0.2186	-0.1496	3	DDB0186604	NA	NA	NA
1.0286	0.0370	0.1483	0.7002	0.2286	1.0453	-0.1313	-0.5959	-0.3278	-0.2661	0.1894	-0.2881	-0.0697	4	DDB0204583	NA	NA	protein kinase activity
0.3968	-0.2087	-1.4720	-0.8034	0.2049	-0.0823	1.3636	0.6357	1.0156	-0.8945	0.4496	-0.6089	-0.0949	6	DDB0205197	NA	NA	NA
1.6575	0.9580	0.7187	0.9867	0.1884	-0.8983	-0.5923	-0.8440	-0.7531	-0.7911	-0.5885	-0.6059	-0.1885	0	DDB0206031	NA	NA	oxidoreductase activity
0.8957	0.3669	0.0553	0.0300	0.0100	-0.4462	0.3939	-0.6412	-0.0028	-0.4692	0.1972	-0.4885	0.4418	4	DDB0187486	NA	NA	NA
0.4882	0.4160	0.3543	0.0447	-0.1550	0.8054	-0.0566	-0.0740	-0.1734	-0.4326	0.3818	-0.3415	0.5087	4	DDB0187485	NA	NA	NA
-0.6685	-0.1449	-0.2073	-0.7375	0.4766	0.0253	-0.1431	0.8271	-0.3185	-0.3545	-0.6491	0.0111	0.3606	1	DDB0215046	NA	NA	NA
0.1230	-0.1852	-0.3014	0.0139	-0.2017	0.0941	-0.0190	0.1095	0.5653	-0.5536	-0.1758	-0.3241	0.1662	1	DDB0191582	NA	NA	NA
-1.1059	-1.3254	-0.9433	-0.3981	0.2550	0.0340	-0.1391	0.2930	0.5333	0.5988	-0.3189	0.3216	-0.3134	6	DDB0187647	NA	NA	NA
1.5173	0.8362	1.2857	1.0368	-0.4532	-0.4409	-0.0041	-1.4387	-0.7955	-0.5691	-0.4074	-0.9566	0.1640	0	DDB0204540	NA	NA	NA
-1.6279	-0.9049	-1.0329	-1.1757	0.0125	0.6861	-0.3025	0.7638	0.1522	1.1146	0.4998	0.9245	-0.7370	6	DDB0190727	NA	NA	NA
-0.5500	-0.8963	-0.3956	-0.4596	1.0020	-0.0021	0.7872	-0.4588	-0.2803	0.2365	0.7388	-0.4264	0.4663	3	DDB0203727	NA	NA	NA
0.8674	0.3013	0.1373	0.3202	0.1484	0.0203	0.2399	-0.9356	-0.0775	-0.7500	-0.4420	0.2808	-0.5507	4	DDB0190504	NA	NA	NA
-0.3143	0.1127	-0.1077	-0.5227	-0.6499	0.5052	-0.0866	0.0784	0.5864	0.2467	0.2829	0.8912	-0.1753	3	DDB0190296	NA	NA	NA
-0.0998	-0.6875	-1.4830	-0.5894	0.2566	-0.0256	0.0192	0.2378	0.5201	0.7148	0.2547	0.2754	-0.3530	6	DDB0203308	NA	NA	ubiquitin thiolesterase activity
-1.3136	-0.8458	-0.1018	-0.4959	0.0137	-0.5427	0.2902	0.7397	0.3959	1.0916	-0.1194	0.2985	0.1115	6	DDB0203305	NA	NA	NA
-1.0913	-1.3589	0.1150	-1.8483	1.7652	1.1573	0.6130	1.8370	0.9774	1.4391	-0.1661	-0.3496	-0.5891	5	DDB0203307	transport	NA	NA
0.6724	0.2606	0.6796	0.3273	-0.0981	-0.0869	-0.3175	-1.0119	-0.7340	-0.6395	-0.3665	-0.1339	-0.4290	0	DDB0204439	NA	NA	NA
-1.5427	-1.6107	-0.8382	-1.2616	0.5855	0.6855	-0.2448	0.5674	0.6007	2.5482	0.7377	0.8248	0.8427	5	DDB0202748	NA	NA	NA
2.6152	3.8888	-0.1631	1.2442	-0.5950	-0.6175	-1.9281	-0.9710	-0.2372	-0.7703	-1.9492	-0.8392	-3.1787	0	DDB0190470	actin cytoskeleton organization and biogenesis, start control point of mitotic cell cycle	nucleus	NA
-0.0203	0.5166	-0.2151	0.3158	0.0804	-0.7128	0.4145	-0.2454	-0.8870	-0.5559	-0.1289	-0.3941	0.0000	1	DDB0202262	NA	NA	NA
0.0130	0.6165	-0.1061	0.3522	-0.4304	-0.0087	-0.1449	0.5746	0.2500	0.3676	-0.0429	-0.4139	1.0632	2	DDB0183876	NA	NA	NA
-0.7549	0.2595	0.1405	-0.4661	0.4831	-0.3401	-0.4038	0.1087	-0.2689	-0.0998	-0.1381	0.3668	-0.2695	2	DDB0186828	NA	NA	NA
0.7613	1.2549	0.6582	0.8290	-0.3461	-0.2494	-0.3849	-0.5499	-0.6379	-0.7651	0.0403	0.2462	0.8445	0	DDB0189233	NA	NA	NA
-0.5295	0.8591	-0.3585	0.2685	0.0620	-0.3429	-0.9459	-0.4528	-0.6854	-0.3498	0.2781	0.2752	0.8993	2	DDB0167512	NA	NA	NA
-0.6981	-0.6480	-0.4435	-1.2684	-0.9758	-1.1447	-0.0829	0.7894	0.5426	0.1525	1.5119	0.4101	0.6900	6	DDB0167739	apoptosis, central nervous system development	NA	NA
-0.6333	-0.4905	-0.6814	-0.5229	0.0598	0.0938	-0.0190	0.4514	0.0107	0.2804	-0.1447	-0.1301	-0.4532	3	DDB0167734	NA	NA	NA
0.9489	1.2853	0.6941	0.5889	0.1295	0.0617	-0.4093	-0.3049	-0.7216	-0.5140	0.1694	-0.3781	0.1113	0	DDB0191821	NA	NA	NA
-0.5238	-0.8330	-1.7736	-0.9706	-0.5807	0.1977	-0.0244	0.1123	0.3154	0.9031	-0.2830	0.8796	0.0998	6	DDB0001651	NA	NA	NA
-0.4604	-0.0882	-1.2282	-0.7789	0.2416	0.8572	0.2448	0.2930	0.7358	0.8023	0.2273	0.2457	-0.2531	3	DDB0187254	NA	NA	NA
-1.7478	-1.8974	-1.5955	-2.0435	0.5027	1.1341	0.4200	1.1758	0.7691	1.3332	0.5495	1.1321	-0.3802	5	DDB0189527	NA	NA	NA
0.5622	1.2364	0.7331	0.5922	0.0327	-0.3945	0.0902	-0.3259	-1.1315	-0.9203	-0.5484	-0.1910	-0.2068	0	DDB0189707	NA	NA	NA
0.4357	0.1501	0.0939	0.7315	-0.0800	0.2071	0.1276	-0.2226	-0.3049	-0.6629	-0.3817	-0.2488	-0.4106	1	DDB0185210	G1/S transition of mitotic cell cycle, protein amino acid dephosphorylation	NA	protein serine/threonine phosphatase activity
-0.5405	-0.4746	-1.0778	0.0710	0.4514	-0.2498	-0.5010	0.4252	0.3453	-0.0585	-0.1365	-0.7043	-0.2925	1	DDB0185964	NA	NA	NA
-0.5883	-0.3674	-0.0393	-0.6727	0.4546	-0.3819	0.8647	-0.4120	-0.0457	0.3782	-0.1058	-0.0874	-0.2001	3	DDB0191914	NA	NA	NA
1.1358	0.8803	0.1192	0.2097	-0.3765	0.2777	0.1937	-0.2296	0.0334	-0.7116	0.0762	-0.4423	0.0674	4	DDB0202785	NA	NA	NA
-0.3456	-0.9825	-0.9025	-0.5278	0.2251	0.6867	0.1093	0.3739	0.4272	0.4300	0.3016	0.2036	-0.0554	6	DDB0188617	NA	NA	NA
0.8373	0.3288	-0.3769	-0.0512	0.3648	0.3195	-0.3269	0.1813	0.3133	-0.1913	0.4427	-0.0316	0.1140	1	DDB0186290	NA	NA	NA
0.1372	0.1851	-0.0555	0.0848	0.0188	0.0609	-0.1187	0.1221	-0.0216	-0.2869	-0.1197	-0.1199	-0.4667	1	DDB0215068	NA	NA	NA
-1.6745	-1.3535	-2.3032	-1.5131	0.6770	1.0223	0.3268	1.2482	0.3668	0.7868	0.5943	1.0968	-1.3362	5	DDB0189081	NA	NA	NA
1.1061	0.5901	-0.3747	-0.2508	-1.0311	-1.3118	-0.1952	-1.0893	-0.4851	0.2315	0.6346	-0.0126	-0.1581	4	DDB0201872	NA	NA	acyl-CoA binding
2.0651	0.9007	1.7606	1.1699	0.1533	0.2929	0.1362	-0.9356	-0.1636	-0.4296	-0.1749	-0.6270	-0.4630	0	DDB0204233	signal transduction, nucleocytoplasmic transport, protein amino acid phosphorylation	NA	protein kinase activity, calmodulin binding, protein serine/threonine kinase activity, protein-tyrosine kinase activity, calcium/calmodulin-dependent protein kinase activity, calmodulin-dependent protein kinase I activity
-0.2989	0.6368	-1.8105	0.2121	0.1959	-0.4100	-0.2624	-0.0052	-0.5067	0.0656	-0.8197	-0.0906	-0.9059	1	DDB0188682	NA	NA	NA
-0.7559	-0.7004	-0.1422	-0.5106	0.6320	0.3338	0.5303	0.4595	0.1611	0.5014	0.2132	-0.3612	0.1102	3	DDB0187816	NA	NA	NA
2.1464	1.1560	0.0283	-0.2921	-0.4773	-0.2101	-0.1696	-0.0756	-0.0684	-0.5878	0.1048	-0.1259	-0.3272	4	DDB0187073	NA	NA	NA
0.4674	-0.1251	0.0247	0.3142	-0.0491	-0.4525	-0.2349	-0.7498	-0.2797	-0.0204	-0.0769	0.2585	0.4007	2	DDB0201897	NA	NA	NA
0.7908	0.7261	0.4684	0.1276	0.0590	0.2535	-0.1840	-0.4053	-0.4609	-0.5385	-0.2991	-0.3084	0.2072	4	DDB0169260	NA	NA	NA
0.7681	0.9313	0.3372	0.4224	-0.3455	0.3235	0.2176	-0.0711	0.1095	-0.4248	-0.4933	-0.7064	-0.2671	4	DDB0169268	lipid metabolism	NA	triacylglycerol lipase activity, catalytic activity
0.2271	-0.0003	1.2207	0.3040	-0.5196	0.5947	0.2514	0.2385	0.0494	-0.0347	0.3643	0.1965	0.3179	3	DDB0190387	NA	NA	NA
-0.0402	0.0344	-0.2149	-0.5740	0.3328	-0.1023	-0.0606	-0.0297	-0.1129	0.0414	0.5167	0.6031	0.1311	3	DDB0168621	metabolism, biosynthesis, protein amino acid phosphorylation, isoprenoid biosynthesis	cytoplasm	phosphotransferase activity, alcohol group as acceptor, ATP binding, kinase activity, mevalonate kinase activity
-0.0203	0.5166	-0.2151	0.3158	0.0804	-0.7128	0.4145	-0.2454	-0.8870	-0.5559	-0.1289	-0.3941	0.0000	1	DDB0203651	NA	NA	NA
-0.4101	-0.9189	-0.4784	-1.3713	0.1169	-0.6667	0.7605	0.4655	0.1772	-0.4682	1.4841	1.2188	-0.4217	6	DDB0192119	NA	NA	NA
-0.0069	0.6032	0.0465	0.2813	-0.5251	0.0351	-0.4150	0.2723	0.8636	0.6064	0.0398	-0.7915	0.1203	1	DDB0192117	NA	NA	NA
0.1263	0.4393	0.7427	0.2668	-0.0430	0.0443	0.1533	0.1006	0.5111	0.3157	0.2079	-0.3053	0.2308	1	DDB0192112	NA	NA	NA
-2.0967	-2.0210	-0.7399	-0.7552	0.7477	-0.1357	0.4481	0.5089	0.7007	0.3490	0.7507	0.0690	0.0332	6	DDB0202122	NA	NA	NA
0.2598	0.5061	0.5953	0.3571	0.4647	-0.3192	1.0869	0.3877	0.2726	-1.1222	-0.2111	-0.4151	0.3281	4	DDB0191137	DNA fragmentation, apoptosis, DNA damage response, signal transduction resulting in induction of apoptosis	nucleus, mitochondrion	electron carrier activity
0.8353	1.2232	0.7433	0.7675	-0.0502	0.1420	0.3211	-0.2439	-0.1656	-0.4269	-0.0891	-0.1563	-0.0252	4	DDB0191133	NA	actin cytoskeleton, actin filament	structural constituent of cytoskeleton, actin cross-linking activity, calcium ion binding, actin bundling activity, actin binding, structural constituent of muscle
0.1973	-0.3468	0.3003	-0.0800	0.7281	0.6110	-0.1815	0.2842	-0.0835	0.2983	-0.2675	0.1556	-0.6576	1	DDB0169465	NA	NA	catalytic activity
0.6159	0.2420	0.2751	-0.0063	-0.1855	0.5054	0.3492	-0.1382	-0.0417	-0.4937	0.0203	-0.0516	0.0025	4	DDB0206559	NA	NA	rhodopsin-like receptor activity
1.2838	0.6926	0.9964	0.7975	-0.3404	0.0501	0.1269	-0.3859	-0.4040	-1.0558	-0.6067	-0.8162	-0.6014	0	DDB0191221	microtubule-based process, establishment of tissue polarity, axon guidance, tracheal system development (sensu Insecta), tracheal outgrowth (sensu Insecta), cell proliferation, actin cytoskeleton organization and biogenesis, rhabdomere development, establishment of ommatidial polarity (sensu Drosophila), dorsal appendage formation	rhabdomere	GTPase activity
-1.4411	-0.8260	-0.8104	-0.4891	-0.4067	-0.5826	0.3047	0.7497	0.6223	1.8916	0.3126	0.5037	-0.3301	6	DDB0191229	transport, endocytosis, hydrogen ion homeostasis	membrane, membrane fraction, integral to membrane, endosome	ATP binding, nucleotide binding, ATP-binding cassette (ABC) transporter activity, transporter activity
-0.7953	-0.5106	0.1411	-0.9552	-0.1703	0.0363	-0.0104	-0.0112	0.1271	0.6008	1.1641	0.5993	0.7304	3	DDB0214894	alanyl-tRNA aminoacylation	cytoplasm	alanine-tRNA ligase activity
-0.6173	0.8753	0.6874	-0.0448	-0.2920	-0.7015	-0.6720	0.0500	-0.1669	0.4867	-0.4015	0.1473	-0.1171	2	DDB0214895	transport, response to singlet oxygen, response to drug	integral to membrane, plasma membrane	ATP-binding cassette (ABC) transporter activity, xenobiotic-transporting ATPase activity
-0.6029	0.2634	-0.4196	-0.0279	-0.4335	-0.7128	-0.2553	-0.1801	-0.5656	-0.1095	-0.2604	0.1969	0.3218	2	DDB0203534	NA	NA	NA
0.2614	0.2311	-0.6229	0.2137	0.2994	-0.0415	-0.5721	-0.1808	0.3707	0.3050	-0.2739	-0.2039	-0.0007	1	DDB0191380	microtubule-based process	microtubule	GTP binding
1.8261	1.2675	0.3629	1.2817	-0.5394	-0.6835	-0.2451	-0.7628	-0.7096	-1.9215	-0.5844	-1.1241	0.3431	0	DDB0190405	NA	NA	NA
-0.2550	0.2981	-0.4801	-0.1140	0.6681	0.3193	0.3567	-0.1163	0.1638	0.2996	0.2206	-0.4046	0.0320	3	DDB0190401	NA	NA	guanyl-nucleotide exchange factor activity
-0.4335	0.5822	-0.1537	0.4682	-0.4600	-0.8000	-0.8332	-0.7879	-0.7351	-0.5064	-0.0022	0.2907	0.7682	2	DDB0188130	NA	NA	NA
0.1705	0.1724	-0.3726	-0.2493	0.2190	0.2691	0.0306	0.2484	-0.1573	-0.0134	0.1183	-0.1697	0.3118	1	DDB0188135	NA	NA	NA
-0.2469	0.1175	0.3854	-0.1800	0.3029	1.1124	0.1960	0.1983	0.2012	0.4577	0.1089	-0.0080	-0.1680	3	DDB0214826	NA	NA	GTP binding
1.2230	1.0938	-0.0083	0.6763	0.4470	-0.1466	-0.2042	-0.4013	-0.5177	-0.3813	-0.6257	-0.8041	0.1420	0	DDB0184359	NA	NA	NA
0.8437	-0.4963	-0.5562	0.1408	0.1547	-0.0296	0.2836	-0.2599	-0.9649	-0.6163	-0.6133	0.1378	0.3047	1	DDB0186328	NA	NA	NA
0.2085	0.1900	1.2100	0.3444	-0.0219	0.2444	-0.5791	-0.5924	-0.7703	-0.2583	-0.7531	-0.4231	0.1960	0	DDB0205954	NA	NA	catalytic activity
0.5421	-0.2923	0.2785	-1.3814	-0.7130	-1.5459	-0.0181	-0.4262	-0.1676	-1.0616	-0.5614	0.2266	0.3083	1	DDB0205386	citrate metabolism, ATP catabolism, coenzyme A metabolism	citrate lyase complex	ATP citrate synthase activity
-0.2524	-0.0584	-0.5371	-0.7193	-0.3940	0.3263	-0.2093	0.4803	-0.0687	0.7144	0.3880	0.2900	0.2020	3	DDB0167462	NA	NA	NA
-0.2543	0.9652	0.1080	0.0218	0.3875	-0.7501	-0.1042	-0.2934	-0.4499	-0.5218	0.1144	0.3245	0.1192	2	DDB0167437	NA	NA	NA
-0.7925	0.0422	0.3448	-0.2216	-0.1522	-1.4319	-0.1917	-0.7571	-0.7322	-0.2575	1.1431	2.1581	0.8435	2	DDB0189726	NA	NA	NA
1.1308	0.1969	0.1838	0.2179	0.4952	-0.2037	-0.0477	-0.0449	-0.3939	-0.3959	-0.2900	-0.5825	0.2766	4	DDB0189822	NA	NA	NA
-1.2079	-0.2816	-0.4877	-0.5609	-0.7853	-0.3926	0.0775	-0.3138	0.6852	0.8311	-0.4346	0.4574	0.6636	3	DDB0185531	NA	histone acetyltransferase complex	protein binding, histone acetyltransferase activity
0.6633	0.5259	-0.2786	0.3585	-0.0580	-0.3878	-0.4637	-0.3066	-0.4301	0.1490	-0.1399	-0.1820	1.4764	2	DDB0185532	NA	NA	NA
-1.6781	-1.1877	-0.4774	0.6399	0.5841	2.0401	0.2419	0.7408	1.2206	0.6802	-0.2054	-1.2150	-0.9212	3	DDB0190089	NA	NA	NA
-1.7014	-2.6165	-1.2878	-0.6417	-0.0795	-0.0305	0.8209	0.9419	1.3029	2.0143	-0.2775	0.2844	0.4844	5	DDB0201656	calcium ion transport, egg activation	NA	phospholipase C activity
0.1426	1.8901	1.1841	0.1428	0.6874	-1.1106	0.2093	-0.6891	-1.3554	-0.6076	0.0157	0.6868	0.1899	0	DDB0190085	NA	NA	NA
-1.3222	-0.7498	-1.5034	-0.6434	-0.4480	0.2709	0.3186	-0.2973	0.7287	0.8767	0.0855	-0.3410	0.3658	3	DDB0202278	energy pathways	mitochondrial electron transport chain, integral to membrane	NAD(P) transhydrogenase (B-specific) activity, electron transporter activity
-0.1571	0.3902	-0.0960	0.1667	0.3044	-0.0989	-0.2967	-0.0579	-0.3872	-0.2243	0.1971	-0.0086	0.2829	2	DDB0203252	NA	NA	NA
0.7974	1.8892	0.6676	0.5009	-0.7514	-0.9065	-0.6740	-0.4257	-1.1478	-1.3428	-0.5796	0.2750	-0.7986	0	DDB0188957	NA	NA	NA
-0.0167	0.0805	0.6108	-0.2829	-0.2189	-0.0437	0.1741	-0.3042	-0.6604	0.3325	0.3307	0.8366	0.5468	3	DDB0188912	NA	NA	NA
0.5287	0.7334	-0.0874	0.4259	-0.7922	-0.1111	-0.0084	-0.0469	-0.6584	0.1681	-0.4932	0.2973	0.3132	1	DDB0185404	NA	NA	NA
0.7158	0.5923	-0.3582	-0.1407	0.5606	0.3413	0.3128	-0.0037	0.1799	0.0594	0.5337	0.0330	0.0001	3	DDB0189391	NA	NA	NA
-0.4334	-0.4975	0.1201	-0.2597	0.0195	-0.2154	0.1077	0.3861	0.3132	0.2551	0.6942	0.7811	-0.1049	3	DDB0204841	NA	NA	NA
1.0396	0.9003	1.3672	-0.2675	-0.3802	-1.5620	-1.0063	-0.9287	-1.2561	-1.8492	-1.2362	-0.0026	-0.8752	0	DDB0204336	NA	NA	structural constituent of ribosome
1.8658	1.2232	1.1528	0.8524	-0.3378	0.0539	-0.5609	-0.5543	-0.5783	-0.2536	0.0712	-1.1444	0.3794	0	DDB0190642	NA	NA	NA
-0.1668	-0.2663	-0.2914	-0.7955	-0.4998	-0.1613	0.6597	0.0943	-0.2223	0.1560	0.5983	0.8720	0.2737	3	DDB0203508	NA	NA	NA
-0.5410	-0.1694	-0.1220	-1.0128	0.7527	-0.1980	0.2902	-0.3023	0.4880	-0.0240	-0.4365	0.5684	-1.3507	3	DDB0215275	NA	NA	NA
0.5799	0.5600	0.2251	0.5800	-0.5693	0.5194	0.2657	-0.5470	-0.6031	-0.5285	-0.3352	-0.4419	0.2956	4	DDB0186448	NA	NA	NA
-0.2608	-0.5480	-0.8148	0.3849	-0.6313	1.1803	0.0916	-0.2694	0.0684	-0.1165	0.1487	0.3154	0.7778	3	DDB0203793	NA	NA	NA
-0.0741	-1.3040	-2.1035	-0.3124	0.6440	-0.8452	0.1606	-0.1715	0.2701	0.4143	-0.4651	0.6313	-0.6228	6	DDB0169051	NA	NA	NA
0.0759	-0.0062	-0.3329	0.1949	0.4166	0.3515	-0.0039	0.0123	-0.3799	-0.5633	-0.5742	-0.0052	-0.0414	1	DDB0185965	NA	NA	NA
0.5767	0.5924	0.2534	1.0665	0.3950	0.2442	-0.0570	-0.2599	-0.7091	-0.1107	0.1256	-0.3299	0.0632	4	DDB0204986	NA	NA	chaperone activity
0.0374	2.0987	2.6078	2.1552	0.1068	-0.3417	-1.1637	-0.7462	-0.7833	-1.2872	-0.5880	-0.5725	-0.8385	0	DDB0202680	NA	NA	NA
-0.6389	1.2959	0.4932	0.1535	-0.4985	-0.4867	-0.1281	0.5388	-0.1429	0.2070	-0.0221	-0.0191	1.0919	2	DDB0186062	NA	NA	NA
-0.5507	-0.0043	0.8170	-0.5087	0.0530	-0.1953	0.6208	0.5588	-0.0891	0.0963	-0.0486	0.0198	0.0668	3	DDB0169276	NA	NA	NA
-0.0786	0.0551	0.3771	-0.1919	0.2335	0.9788	-0.1146	-0.0901	0.0555	0.0901	-0.4495	-0.2992	-0.6493	1	DDB0205417	NA	NA	NA
-1.6596	-1.3135	2.4746	0.6889	-1.0465	0.9376	-0.1785	0.1179	-0.6489	-0.6922	0.0974	-0.0103	0.4639	2	DDB0167983	intracellular protein transport	Golgi apparatus	NA
-1.9393	-1.2918	-0.6008	-1.0514	0.3344	0.5637	-0.5896	1.1366	0.0830	-0.6073	0.5895	-0.0661	-0.5700	6	DDB0167982	protein amino acid phosphorylation	NA	protein kinase activity, protein serine/threonine kinase activity, protein-tyrosine kinase activity, ATP binding
0.7465	0.3444	0.0270	-0.1496	-0.0505	-0.1575	0.3221	-0.1366	0.2798	-0.4645	0.4277	-0.4216	-0.1920	4	DDB0185861	proteolysis and peptidolysis, replicative cell aging	mitochondrion, mitochondrial inner membrane	NA
-0.6333	-0.4905	-0.6814	-0.5229	0.0598	0.0938	-0.0190	0.4514	0.0107	0.2804	-0.1447	-0.1301	-0.4532	3	DDB0203229	NA	NA	NA
0.0068	-0.6605	-1.2931	-0.8430	0.4271	0.2852	-0.1446	0.1340	0.2594	0.0710	-0.1154	-0.1250	0.0143	3	DDB0187229	NA	NA	NA
1.3808	0.6799	1.4531	0.7090	0.4227	0.4024	0.0818	-0.3537	-0.6616	-0.6988	-0.6842	-0.7103	-0.3405	0	DDB0215334	NA	NA	NA
-1.8327	0.3362	0.8449	0.1657	0.9393	0.3002	-0.7456	-0.1224	0.8426	0.7463	1.5383	-1.0014	-0.7207	3	DDB0192101	NA	proteasome complex (sensu Eukarya), proteasome regulatory particle (sensu Eukarya)	NA
1.3115	0.9326	2.0610	1.5829	-0.9871	-1.3588	-0.9840	-0.5751	-1.1186	-1.2973	-1.0280	-0.1934	-2.2771	0	DDB0192100	protein biosynthesis	cytosolic small ribosomal subunit (sensu Eukarya)	RNA binding, structural constituent of ribosome
